"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007631","GO:0007631","feeding behavior","4/49","47/12033",3.80555877311889e-05,0.0450958714614589,0.0429827848795429,"OPRD1/ADM2/GDF15/STRA6",4
