"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04964","Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","5/148","16/6029",2.92551408180734e-05,0.00786963288006174,0.00769872126791405,"8671/482/762/358/5106",5
