"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000189056",14.722493778481,-0.468746021626667,0.881256146609718,-0.53190666916762,0.594790637997684,NA
"ENSG00000189057",1225.09218794937,0.57260195613652,0.0874058630549844,6.55107033010261,5.71261450422618e-11,1.2358289377476e-08
"ENSG00000189058",7.51328615037909,-1.42489635298447,1.14838229533404,-1.24078571985473,0.214684917919406,NA
"ENSG00000189060",388.697041245381,-0.600664711126414,0.150306139232288,-3.99627529650089,6.43469009061311e-05,0.00197026813734327
"ENSG00000189067",1740.52198063237,-0.0759431381195783,0.0715279813463507,-1.06172628795224,0.288359961655222,0.62991792232714
"ENSG00000189077",434.33304292101,-0.427466598806982,0.203463710097728,-2.10094762649153,0.0356455639855031,0.210126899462985
"ENSG00000189079",1079.19455919726,0.0847340971114919,0.115795748717579,0.731754818720978,0.464318230493267,0.766310627681368
"ENSG00000189091",9201.63231573766,0.145322647130636,0.0679977169079898,2.13716950713621,0.0325842072126334,0.199143569552009
"ENSG00000189114",218.9475530524,-0.591110030043679,0.201307903367499,-2.9363478539865,0.00332101686123715,0.0437738286284343
"ENSG00000189127",49.8628219721587,1.04368541840298,0.670178924512936,1.55732354484512,0.119393688073261,0.419514416539153
"ENSG00000189143",1600.74516323257,-0.359766597037188,0.108981237008258,-3.30117923886225,0.000962793539849626,0.0173772822172076
"ENSG00000189144",70.9345991335411,0.258505591498423,0.370336582066472,0.698028777108558,0.485159197573529,0.779377027785199
"ENSG00000189149",24.199058441792,-0.0897935354722677,0.702790596061281,-0.127767127186258,0.898333265507033,NA
"ENSG00000189157",46.0509015690571,-0.30238047557399,0.544257441908126,-0.555583538764058,0.578495587169974,0.836177363192234
"ENSG00000189159",3155.32256060905,0.135275356631938,0.058474926992006,2.3133907743131,0.0207011638635018,0.149753801643135
"ENSG00000189164",274.544378970853,-0.148808267697785,0.240805488501193,-0.617960448592714,0.536601410569321,0.81168586719417
"ENSG00000189171",1216.45379495985,-0.0756558929634031,0.096538181780021,-0.783688811705592,0.433222729084347,0.748528470422231
"ENSG00000189180",711.805971444029,0.327917790263479,0.178870279850248,1.83327152245759,0.0667622021663486,0.301891855781408
"ENSG00000189184",2260.05635949614,-0.0472650820450804,0.0940697928330134,-0.502446966466508,0.615353148663956,0.854980621449771
"ENSG00000189190",224.155574061506,0.0518389968937224,0.202657491118241,0.255796105081933,0.798108281575158,0.932214013129262
"ENSG00000189195",59.0320214338185,0.166213182012147,0.403322616691125,0.412109748210419,0.680258983936324,0.884741050619467
"ENSG00000189212",49.1158971218587,0.206759668366817,0.406045546903317,0.509203142218053,0.610609840808989,0.852907380532072
"ENSG00000189221",309.432701381631,-0.190152806694322,0.166478464829507,-1.14220663248583,0.253368139727746,0.595063652653705
"ENSG00000189227",216.278448465476,0.166022311349926,0.225814241185408,0.735216302029467,0.462207772289399,0.765628858027628
"ENSG00000189233",13.5901442083367,-1.25462790913533,0.736703727092818,-1.70302913233024,0.0885626167015457,NA
"ENSG00000189241",2638.42279443389,0.0388195441213978,0.05674214323529,0.684139546164595,0.493887052063038,0.78404610779749
"ENSG00000189266",2464.99887144252,0.0456319354750506,0.102347127410729,0.445854579698413,0.655702293281791,0.874234037572465
"ENSG00000189283",30.6713166423852,-0.398884831412357,0.560182361354695,-0.71206246203063,0.47642609793181,0.773639964675882
"ENSG00000189298",330.066960969297,-0.285529167350851,0.180454966229269,-1.58227381222684,0.113587076358215,0.408895473768124
